,ID,ageGap,attendReligiousServiceFreq,employmentStatus,genderSubjectAttractedTo,houseType,householdAdults_num,householdIncome,householdMinor_num,householdSize,interracial,isHispanic,isLivingTogether,isMarried,isMetroArea,metAs_coworkers,metAs_customerAndClient,metAs_workNeighbors,metIn_church,metIn_college,metIn_military,metIn_privateParty,metIn_public,metIn_restaurantOrBar,metIn_school,metIn_voluntaryOrg,metOn_blindDate,metOn_businessTrip,metOn_vacation,metOnline_all,metOnline_chat,metOnline_datingSiteOrApp,metOnline_gaming,metOnline_nonDatingSite,metOnline_other,metOnline_socialNetwork,metThru_family,metThru_friend,metThru_notInternetDatingService,metThru_orAs_neighbors,met_YearFraction,met_to_shipStart_diff,moveIn_YearFraction,numRelativesSeePerMonth,ownHouseRentOther,partnerAge,partnerEduc_years,partnerGender,partnerMotherEduc_years,partnerParty_DemPos_RepNeg,partnerRace,partyDifference,region,relationshipQuality,relationshipQuality_isGood,relationshipQuality_num,season_met,season_shipStart,sexFrequency,shipStart_YearFraction,shipStart_to_moveIn_YearFraction,straightGayLesbian,subjectAge,subjectAgeWhenMet,subjectCountryWhenMetPartner,subjectEduc_years,subjectGender,subjectGrewUpInUS,subjectMotherEduc_years,subjectParty_DemPos_RepNeg,subjectRace,subjectSexualIdentity,timesDivorcedOrWidowed,whoEarnedMore
2902,2883019,6.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,45000,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1996.4584,0.08325195,1996.7916,5.0,Owned or being bought by you or someone in your household,69.0,14.0,[Partner Name] is Female,0.0,3,White,6,South,Excellent,1,5,summer,summer,Once a month or less,1996.5416,0.25,hetero couple,75,54.0,United States,13.0,Male,United States,12.0,-3,White,heterosexual or straight,2.0,I earned more
2903,2352323,1.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,137500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1994.625,2.333374,1999.2916,0.0,Owned or being bought by you or someone in your household,56.0,12.0,[Partner Name] is Male,17.0,-3,White,0,Northeast,Good,1,4,summer,winter,Once a month or less,1996.9584,2.333252,hetero couple,55,32.0,United States,16.0,Female,United States,12.0,-3,White,heterosexual or straight,2.0,[Partner Name] earned more
2905,999415,10.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,1990.5416,0.5,1991.7084,1.0,Owned or being bought by you or someone in your household,62.0,12.0,[Partner Name] is Female,7.5,3,White,0,Midwest,Excellent,1,5,summer,winter,Once or twice a week,1991.0416,0.66674805,hetero couple,52,25.0,United States,14.0,Male,United States,12.0,3,White,heterosexual or straight,0.0,I earned more
2906,1852051,13.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,67500,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2011.375,0.25,2012.2084,2.0,Owned or being bought by you or someone in your household,60.0,14.0,[Partner Name] is Male,12.0,0,White,2,South,Excellent,1,5,spring,summer,2 to 3 times a month,2011.625,0.583374,hetero couple,47,41.0,United States,16.0,Female,United States,12.0,2,White,heterosexual or straight,2.0,I earned more
2910,1246869,0.0,Once or twice a month,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1955.2916,2.333374,1959.875,10.0,Owned or being bought by you or someone in your household,77.0,12.0,[Partner Name] is Male,12.0,0,White,1,Midwest,Excellent,1,5,spring,summer,Refused,1957.625,2.25,hetero couple,77,15.0,United States,12.0,Female,United States,7.5,1,White,heterosexual or straight,0.0,We earned about the same amount
2911,1037231,1.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1975.7084,0.16662598,1980.9584,10.0,Owned or being bought by you or someone in your household,59.0,16.0,[Partner Name] is Male,17.0,-1,White,0,South,Excellent,1,5,autumn,autumn,Once a month or less,1975.875,5.083374,hetero couple,58,16.0,United States,17.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,I earned more
2913,1670165,3.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,1,3,yes,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1992.7916,0.0,2011.375,3.0,Owned or being bought by you or someone in your household,45.0,13.0,[Partner Name] is Female,0.0,0,Other (please specify),2,Northeast,Excellent,1,5,autumn,autumn,Once or twice a week,1992.7916,18.583374,hetero couple,42,17.0,United States,12.0,Male,United States,14.0,2,White,heterosexual or straight,0.0,[Partner Name] earned more
2914,2925115,13.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,137500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,1984.4584,5.583252,1990.7916,13.0,Owned or being bought by you or someone in your household,63.0,17.0,[Partner Name] is Male,12.0,-2,White,1,Northeast,Good,1,4,summer,winter,Once a month or less,1990.0416,0.75,hetero couple,50,17.0,United States,13.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
2915,2564393,1.0,Never,retired,"sexually attracted mostly to opposite gender, sometimes same gender",A one-family house detached from any other house,3,187500,0,3,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1988.4584,1.166626,1992.5416,1.0,Owned or being bought by you or someone in your household,54.0,20.0,[Partner Name] is Female,16.0,3,White,2,Midwest,Good,1,4,summer,summer,Once or twice a week,1989.625,2.916626,hetero couple,55,26.0,United States,20.0,Male,United States,14.0,1,White,heterosexual or straight,0.0,[Partner Name] earned more
2916,1785549,5.0,Once or twice a month,employed,sexually attracted only to same gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2005.7916,2.5,2008.7916,6.0,Owned or being bought by you or someone in your household,41.0,16.0,[Partner Name] is Female,13.0,2,Black or African American,1,Midwest,Excellent,1,5,autumn,spring,Once a month or less,2008.2916,0.5,lesbian couple,46,34.0,United States,14.0,Female,United States,13.0,3,Black or African American,lesbian,0.0,[Partner Name] earned more
2917,2859539,0.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,187500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1999.2084,11.083252,2012.7084,1.0,Owned or being bought by you or someone in your household,34.0,16.0,[Partner Name] is Female,17.0,-1,White,1,Northeast,Excellent,1,5,spring,spring,2 to 3 times a month,2010.2916,2.416748,hetero couple,34,16.0,United States,20.0,Male,United States,14.0,-2,White,heterosexual or straight,0.0,I earned more
2918,2779043,10.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,225000,1,3,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1986.7916,2.25,1989.625,2.0,Owned or being bought by you or someone in your household,64.0,17.0,[Partner Name] is Male,17.0,3,White,0,Northeast,Excellent,1,5,autumn,winter,Once a month or less,1989.0416,0.583374,hetero couple,54,23.0,United States,17.0,Female,United States,14.0,3,White,heterosexual or straight,0.0,[Partner Name] earned more
2919,1823725,0.0,Never,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2001.0416,1.416748,2011.2916,2.0,Owned or being bought by you or someone in your household,29.0,12.0,[Partner Name] is Male,12.0,3,White,2,Midwest,Excellent,1,5,winter,summer,2 to 3 times a month,2002.4584,8.833252,hetero couple,29,13.0,United States,16.0,Female,United States,17.0,1,White,bisexual,0.0,[Partner Name] earned more
2920,2346013,1.0,Once or twice a month,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,2,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1998.9584,0.16662598,2000.9584,0.0,Owned or being bought by you or someone in your household,49.0,14.0,[Partner Name] is Female,14.0,-3,White,0,South,Excellent,1,5,winter,winter,2 to 3 times a month,1999.125,1.833374,hetero couple,50,31.0,United States,16.0,Male,United States,13.0,-3,White,heterosexual or straight,0.0,We earned about the same amount
2921,2832919,6.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,45000,1,4,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1988.4584,12.916626,2002.4584,0.0,Owned or being bought by you or someone in your household,52.0,12.0,[Partner Name] is Male,12.0,0,White,2,South,Good,1,4,summer,spring,Once or twice a week,2001.375,1.083374,hetero couple,46,17.0,United States,13.0,Female,United States,14.0,-2,White,heterosexual or straight,1.0,[Partner Name] earned more
2922,2183327,2.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2005.7084,0.666626,2010.4584,10.0,Owned or being bought by you or someone in your household,32.0,17.0,[Partner Name] is Male,16.0,1,White,0,Midwest,Excellent,1,5,autumn,spring,Once or twice a week,2006.375,4.083374,hetero couple,30,18.0,United States,16.0,Female,United States,16.0,1,White,heterosexual or straight,0.0,I earned more
2923,1521705,1.0,More than once a week,employed,sexually attracted only to opposite gender,A mobile home,2,37500,2,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1999.5416,3.0,2003.7084,2.0,Occupied without payment of cash rent,36.0,12.0,[Partner Name] is Female,12.0,0,White,0,West,Excellent,1,5,summer,summer,Once or twice a week,2002.5416,1.166748,hetero couple,35,17.0,United States,12.0,Male,United States,12.0,0,White,heterosexual or straight,0.0,I earned more
2924,2935093,21.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,1,27500,3,4,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2014.9584,0.0,,4.0,Owned or being bought by you or someone in your household,25.0,13.0,[Partner Name] is Female,12.0,1,White,4,Midwest,Fair,0,3,winter,winter,Once or twice a week,2014.9584,,hetero couple,46,43.0,United States,14.0,Male,United States,13.0,-3,White,heterosexual or straight,1.0,I earned more
2926,2865915,2.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,67500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1993.0416,3.0,1997.2916,8.0,Owned or being bought by you or someone in your household,60.0,12.0,[Partner Name] is Male,12.0,-3,White,0,South,Excellent,1,5,winter,winter,2 to 3 times a month,1996.0416,1.25,hetero couple,62,38.0,United States,12.0,Female,United States,13.0,-3,White,heterosexual or straight,1.0,I earned more
2927,1814173,4.0,Once a year or less,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,2,37500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2007.7084,0.0,2009.4584,4.0,Rented for cash,30.0,13.0,[Partner Name] is Male,14.0,2,White,1,Midwest,Excellent,1,5,autumn,autumn,Once a month or less,2007.7084,1.75,hetero couple,26,16.0,United States,12.0,Female,United States,12.0,3,White,heterosexual or straight,0.0,[Partner Name] earned more
2928,1988745,1.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,2,4,no,False,Yes,"Yes, I am Married",Metro,,,,,,,,,,,,,,,no,,,,,,,,,,,2002.7084,0.0,2002.7916,0.0,Owned or being bought by you or someone in your household,36.0,13.0,[Partner Name] is Male,12.0,0,White,1,South,Good,1,4,autumn,autumn,3 to 6 times a week,2002.7084,0.08325195,hetero couple,35,20.0,United States,14.0,Female,United States,12.0,1,White,heterosexual or straight,0.0,I earned more
2929,2828467,1.0,A few times a year,employed,sexually attracted only to same gender,A one-family house detached from any other house,1,45000,0,1,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2015.7084,0.0,,12.0,Owned or being bought by you or someone in your household,22.0,16.0,[Partner Name] is Male,16.0,3,White,0,Midwest,Excellent,1,5,autumn,autumn,Once a month or less,2015.7084,,gay male couple,21,19.0,United States,13.0,Male,United States,16.0,3,White,gay,0.0,[Partner Name] was not working for pay
2930,654589,0.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,67500,0,2,yes,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1977.4584,0.16662598,1983.4584,2.0,Owned or being bought by you or someone in your household,64.0,14.0,[Partner Name] is Male,13.0,-1,White,0,Midwest,Fair,0,3,summer,summer,Refused,1977.625,5.833374,hetero couple,64,24.0,United States,16.0,Female,United States,12.0,-1,"American Indian, Aleut, or Eskimo",heterosexual or straight,0.0,[Partner Name] earned more
2931,2514125,8.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,45000,2,4,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2009.2084,0.08325195,2009.375,4.0,Owned or being bought by you or someone in your household,38.0,12.0,[Partner Name] is Male,12.0,-3,White,2,Northeast,Good,1,4,spring,spring,Once a month or less,2009.2916,0.08337402,hetero couple,30,22.0,United States,12.0,Female,United States,10.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
2932,2788261,5.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1974.2916,,1974.9584,6.0,Owned or being bought by you or someone in your household,63.0,12.0,[Partner Name] is Female,12.0,-3,White,0,Midwest,Good,1,4,spring,,Once a month or less,,,hetero couple,68,25.0,United States,14.0,Male,United States,7.5,-3,White,heterosexual or straight,0.0,I earned more
2933,2900705,4.0,More than once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,1999.4584,0.08325195,2000.7084,0.0,Owned or being bought by you or someone in your household,41.0,17.0,[Partner Name] is Female,16.0,-3,White,0,South,Excellent,1,5,summer,summer,Once or twice a week,1999.5416,1.166748,hetero couple,45,27.0,United States,16.0,Male,United States,12.0,-3,White,heterosexual or straight,1.0,[Partner Name] earned more
2934,2360145,4.0,A few times a year,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2017.4584,0.0,,1.0,Owned or being bought by you or someone in your household,23.0,16.0,[Partner Name] is Female,12.0,0,White,3,Northeast,Fair,0,3,summer,summer,Once a day or more,2017.4584,,hetero couple,27,27.0,United States,16.0,Male,United States,20.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
2935,2325909,10.0,A few times a year,employed,sexually attracted only to same gender,A one-family house attached to one or more houses,2,137500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1991.9584,0.0,1992.2084,0.0,Owned or being bought by you or someone in your household,52.0,16.0,[Partner Name] is Male,16.0,2,White,0,South,Good,1,4,winter,winter,Once a month or less,1991.9584,0.25,gay male couple,62,36.0,United States,13.0,Male,United States,12.0,2,White,gay,0.0,[Partner Name] earned more
2937,2963249,7.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,67500,2,4,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,2011.125,0.08337402,2014.875,0.0,Rented for cash,27.0,5.5,[Partner Name] is Male,5.5,0,White,2,South,Excellent,1,5,winter,spring,3 to 6 times a week,2011.2084,3.666626,hetero couple,20,14.0,United States,12.0,Female,United States,7.5,2,White,heterosexual or straight,0.0,[Partner Name] earned more
2939,2327049,4.0,Never,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,2,45000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,2008.2916,0.0,2008.9584,2.0,Rented for cash,31.0,16.0,[Partner Name] is Male,12.0,2,White,0,South,Excellent,1,5,spring,spring,Once or twice a week,2008.2916,0.66674805,hetero couple,27,18.0,United States,16.0,Female,United States,13.0,2,White,heterosexual or straight,0.0,We earned about the same amount
2940,2473477,3.0,Never,employed,sexually attracted to men and women equally,A one-family house detached from any other house,2,300000,2,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,2003.7084,0.0,2005.125,0.0,Owned or being bought by you or someone in your household,47.0,20.0,[Partner Name] is Male,20.0,-3,White,2,South,Excellent,1,5,autumn,autumn,2 to 3 times a month,2003.7084,1.416626,hetero couple,50,36.0,United States,17.0,Female,United States,17.0,-1,White,bisexual,0.0,[Partner Name] earned more
2942,2967429,5.0,Once a year or less,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,3,17500,0,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2017.375,0.0,,6.0,Rented for cash,25.0,12.0,[Partner Name] is Male,12.0,0,Asian or Pacific Islander,2,South,Very Poor,0,1,spring,spring,Once a month or less,2017.375,,hetero couple,20,20.0,United States,14.0,Female,United States,10.0,-2,Asian or Pacific Islander,bisexual,0.0,[Partner Name] earned more
2943,2083123,2.0,Once a week,employed,sexually attracted to men and women equally,A one-family house detached from any other house,4,112500,3,7,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1989.7084,0.0,1992.5416,1.0,Owned or being bought by you or someone in your household,46.0,16.0,[Partner Name] is Female,12.0,1,White,2,Northeast,Fair,0,3,autumn,autumn,Once a month or less,1989.7084,2.833252,hetero couple,48,20.0,United States,17.0,Male,United States,17.0,3,White,heterosexual or straight,0.0,I earned more
2944,1271293,4.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1966.2916,,1993.4584,4.0,Owned or being bought by you or someone in your household,65.0,12.0,[Partner Name] is Female,12.0,-3,White,0,West,Excellent,1,5,spring,,2 to 3 times a month,,,hetero couple,69,18.0,United States,13.0,Male,United States,12.0,-3,White,heterosexual or straight,2.0,I earned more
2946,1983277,16.0,A few times a year,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,1,92500,0,1,no,False,No,"No, I am not Married",Metro,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,,1.0,Owned or being bought by you or someone in your household,67.0,16.0,[Partner Name] is Male,16.0,3,White,2,Midwest,Excellent,1,5,autumn,autumn,3 to 6 times a week,2016.875,,hetero couple,51,,United States,16.0,Female,United States,12.0,1,White,heterosexual or straight,0.0,[Partner Name] earned more
2947,1833567,0.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,150000,0,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1976.7084,0.16662598,1977.875,0.0,Owned or being bought by you or someone in your household,55.0,17.0,[Partner Name] is Male,7.5,2,Black or African American,1,South,Excellent,1,5,autumn,autumn,Once a month or less,1976.875,1.0,hetero couple,55,14.0,United States,12.0,Female,United States,11.0,3,Black or African American,heterosexual or straight,0.0,[Partner Name] earned more
2948,2607329,12.0,More than once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,3,22500,0,3,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1985.2084,0.0,1985.7084,5.0,Owned or being bought by you or someone in your household,57.0,12.0,[Partner Name] is Female,12.0,3,Black or African American,0,South,Good,1,4,spring,spring,Once a month or less,1985.2084,0.5,hetero couple,69,37.0,United States,9.0,Male,United States,5.5,3,Black or African American,heterosexual or straight,0.0,I earned more
2950,2807523,9.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2014.2084,0.0,2014.4584,3.0,Owned or being bought by you or someone in your household,62.0,12.0,[Partner Name] is Male,12.0,1,White,1,Midwest,Excellent,1,5,spring,spring,Once or twice a week,2014.2084,0.25,hetero couple,53,50.0,United States,13.0,Female,United States,14.0,2,White,heterosexual or straight,1.0,[Partner Name] earned more
2951,2945243,6.0,Once a week,unemployed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,45000,0,2,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1983.2084,0.16662598,1984.2084,4.0,Rented for cash,70.0,16.0,[Partner Name] is Male,7.5,0,White,3,South,Excellent,1,5,spring,spring,Once a month or less,1983.375,0.833374,hetero couple,64,30.0,United States,14.0,Female,United States,14.0,3,White,heterosexual or straight,1.0,[Partner Name] earned more
2952,2219115,1.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,1,3,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2003.625,6.833374,2010.7916,4.0,Rented for cash,32.0,13.0,[Partner Name] is Female,12.0,0,White,1,South,Excellent,1,5,summer,summer,Once or twice a week,2010.4584,0.33325195,hetero couple,31,17.0,United States,12.0,Male,United States,13.0,-1,White,heterosexual or straight,0.0,I earned more
2954,2015439,2.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,32500,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,2011.5416,0.0,2011.7084,3.0,Rented for cash,51.0,20.0,[Partner Name] is Male,20.0,0,White,3,Northeast,Excellent,1,5,summer,summer,Once a month or less,2011.5416,0.16674805,hetero couple,49,43.0,United States,12.0,Female,United States,12.0,3,White,heterosexual or straight,2.0,We earned about the same amount
2955,2637675,3.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,80000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2009.7084,0.08325195,2013.0416,0.0,Owned or being bought by you or someone in your household,37.0,16.0,[Partner Name] is Female,12.0,3,Black or African American,2,South,Good,1,4,autumn,autumn,Once or twice a week,2009.7916,3.25,hetero couple,34,26.0,United States,12.0,Male,United States,12.0,1,Black or African American,heterosexual or straight,0.0,[Partner Name] earned more
2956,799683,15.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,187500,2,5,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2000.7084,4.166626,2004.875,1.0,Owned or being bought by you or someone in your household,36.0,14.0,[Partner Name] is Female,12.0,-3,White,4,South,Excellent,1,5,autumn,autumn,Once a month or less,2004.875,0.0,hetero couple,51,34.0,United States,14.0,Male,United States,12.0,1,White,heterosexual or straight,0.0,I earned more
2958,1973243,5.0,Never,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,80000,1,4,no,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,1994.625,0.25,1995.9584,2.0,Owned or being bought by you or someone in your household,51.0,17.0,[Partner Name] is Female,17.0,2,White,0,South,Fair,0,3,summer,autumn,Once or twice a week,1994.875,1.083374,hetero couple,46,23.0,United States,5.5,Male,"Another country, please specify",0.0,2,White,heterosexual or straight,0.0,We earned about the same amount
2959,2317651,1.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,300000,2,4,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,1997.2084,0.0,1999.0416,0.0,Owned or being bought by you or someone in your household,42.0,16.0,[Partner Name] is Female,14.0,2,White,1,Midwest,Excellent,1,5,spring,spring,Once or twice a week,1997.2084,1.833252,hetero couple,43,23.0,United States,16.0,Male,United States,13.0,1,White,heterosexual or straight,0.0,I earned more
2960,2412059,2.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,137500,0,3,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2015.625,0.08337402,2016.125,3.0,Owned or being bought by you or someone in your household,26.0,17.0,[Partner Name] is Female,13.0,2,White,0,West,Excellent,1,5,summer,autumn,3 to 6 times a week,2015.7084,0.41662598,hetero couple,28,26.0,United States,16.0,Male,United States,14.0,2,White,heterosexual or straight,0.0,I earned more
